candidate_id	term	candidate_kind	extraction_method	paper_count	occurrences	levels	level_distribution	task_labels	domain_tags	risk_flags	noise_flags	wordhood_score	year_distribution	paper_ids	source_level	status
de0a5187f68812a42bf9	三种模式	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	1;2	"{""1"":1,""2"":1,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '从宽处罚', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		generic_container;internal_fragment	1.0	"{""2023"":2}"	FXZZ202305006;FXZZ202311009	A1/A2	pending_human_review
3dbe7fc7d4463e2609f0	三阶段	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2	"{""1"":0,""2"":2,""3"":0}"	制度构建;证据证明	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '平台用工', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '程序法', 'evidence_source': 'keyword', 'evidence_span': '检察公益诉讼', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.333334	"{""2023"":1,""2026"":1}"	FXZZ202306011;FXZZ202607003	A1/A2	pending_human_review
034c457393a5483eb7b1	专门性证据	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":1,""3"":1}"	证据证明	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '惩罚机制', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '程序法', 'evidence_source': 'keyword', 'evidence_span': '检察公益诉讼', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	0.8	"{""2023"":1,""2026"":1}"	FXZZ202309011;FXZZ202607003	A1/A2	pending_human_review
5010e1f401934461d56b	业犯罪	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	3	3	1;2;3	"{""1"":3,""2"":1,""3"":2}"	制度构建;程序审查	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '刑法保障', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.5	"{""2023"":6}"	FXZZ202301007;FXZZ202302010;FXZZ202307007	A1/A2	pending_human_review
f4bb36dd13e73fdbe818	业经营	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":1,""3"":4}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '关联型合规', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.066667	"{""2023"":5}"	FXZZ202312006;FXZZ202312010	A1/A2	pending_human_review
f19facd8cd4b8249ad6d	两个结合	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	1;2	"{""1"":2,""2"":1,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '数字正义', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}			0.833333	"{""2024"":3}"	FXZZ202401002;FXZZ202405002	A1/A2	pending_human_review
5b1fe95f22a9957abde4	严格限制	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	3	3	2;3	"{""1"":0,""2"":1,""3"":2}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '除名之诉', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.66, 'domain': '比较法', 'evidence_source': 'keyword', 'evidence_span': '国际高标准经贸规则', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.375	"{""2023"":1,""2024"":2}"	FXZZ202303007;FXZZ202406012;FXZZ202412005	A1/A2	pending_human_review
4094b8fdc4db612ac0b1	个人信息	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	11	11	1;2;3	"{""1"":16,""2"":24,""3"":8}"	制度构建;程序审查;规范依据	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '法律定义', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '侵权责任', 'evidence_source': 'keyword', 'evidence_span': '法人单独责任', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '程序法', 'evidence_source': 'keyword', 'evidence_span': '诉讼权利', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.72, 'domain': '合同法', 'evidence_source': 'keyword', 'evidence_span': '任意解除权', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	3.7675	"{""2023"":37,""2024"":11}"	FXZZ202304009;FXZZ202306005;FXZZ202306006;FXZZ202309004;FXZZ202311006;FXZZ202311010;FXZZ202312010;FXZZ202403002;FXZZ202403003;FXZZ202403007;FXZZ202412005	A1/A2	pending_human_review
617d91397d4528289ed3	个人信息保护	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	4	4	1;2;3	"{""1"":5,""2"":5,""3"":1}"	制度构建;规范依据	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '法律定义', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '程序法', 'evidence_source': 'keyword', 'evidence_span': '诉讼权利', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.72, 'domain': '合同法', 'evidence_source': 'keyword', 'evidence_span': '合同自由', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment;lexical_support	0.969697	"{""2023"":11}"	FXZZ202304009;FXZZ202306006;FXZZ202311006;FXZZ202311010	A1/A2	pending_human_review
a75280eda9e033fde4ad	个人信息保护	legal_pattern	config_legal_pattern	4	4	1;2;3	"{""1"":5,""2"":1,""3"":1}"	制度构建;规范依据	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '法律定义', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '程序法', 'evidence_source': 'keyword', 'evidence_span': '诉讼权利', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.72, 'domain': '合同法', 'evidence_source': 'keyword', 'evidence_span': '合同自由', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}				"{""2023"":7}"	FXZZ202304009;FXZZ202306006;FXZZ202311006;FXZZ202311010	A1/A2	pending_human_review
040998f8466544bb9e77	个人信息处理	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":2,""3"":1}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '多元立法模式', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment;low_wordhood_score	0.666666	"{""2023"":3}"	FXZZ202311006;FXZZ202312010	A1/A2	pending_human_review
cf922c7c7027fb8a809f	个人信息权	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	1;2	"{""1"":1,""2"":2,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '多元立法模式', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment;low_wordhood_score	0.733333	"{""2023"":1,""2024"":2}"	FXZZ202311006;FXZZ202403002	A1/A2	pending_human_review
a955d73a4daf0f581905	个人数据	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	3	3	1;2;3	"{""1"":7,""2"":11,""3"":4}"	权利救济;程序审查;规范依据	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '数据自决权', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	0.978261	"{""2023"":9,""2024"":13}"	FXZZ202301003;FXZZ202302009;FXZZ202404005	A1/A2	pending_human_review
194933cfed2e916f61d5	个人数据权利	legal_pattern	config_legal_pattern	2	2	1;2	"{""1"":3,""2"":5,""3"":0}"	规范依据	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '数据自决权', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}				"{""2023"":7,""2024"":1}"	FXZZ202301003;FXZZ202404005	A1/A2	pending_human_review
38ad0e86a62b77318bb7	个人数据权利体系	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	1;2;3	"{""1"":2,""2"":4,""3"":1}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '数据自决权', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		generic_container;internal_fragment;low_wordhood_score	0.339286	"{""2023"":6,""2024"":1}"	FXZZ202301003;FXZZ202404005	A1/A2	pending_human_review
40214ceaed5b53caa004	个人数据的利用	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":1,""3"":1}"	权利救济;规范依据	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '数据自决权', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment;low_wordhood_score	0.5	"{""2023"":1,""2024"":1}"	FXZZ202301003;FXZZ202404005	A1/A2	pending_human_review
71cc58d6f393c5ffd3e1	个人的数据	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":2,""3"":1}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '数据自决权', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment;low_wordhood_score	0.733333	"{""2023"":2,""2024"":1}"	FXZZ202301003;FXZZ202404005	A1/A2	pending_human_review
3b56d7b1a9adfad1d9d2	个人自	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":1,""3"":2}"	法律后果	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '数据自决权', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.000001	"{""2023"":1,""2024"":2}"	FXZZ202301003;FXZZ202404005	A1/A2	pending_human_review
3aab25a0144e6ea8796d	个人隐私	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":2,""3"":2}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '“科学的”立法', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	0.916667	"{""2024"":4}"	FXZZ202401003;FXZZ202404005	A1/A2	pending_human_review
c1d09d4b1b066d59b38d	中的权利	legal_pattern	config_legal_pattern	3	3	1;2	"{""1"":3,""2"":1,""3"":0}"	程序审查	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '“避风港”规则', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '程序法', 'evidence_source': 'keyword', 'evidence_span': '正当程序', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}				"{""2023"":2,""2024"":2}"	FXZZ202307009;FXZZ202403003;FXZZ202407003	A1/A2	pending_human_review
d4f4c287beb7d034f3ed	主义无法	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":1,""3"":1}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '参与分配', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.0	"{""2023"":2}"	FXZZ202301009;FXZZ202310003	A1/A2	pending_human_review
0537af0d418673a08672	主义法	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	4	4	1;2	"{""1"":5,""2"":12,""3"":0}"	制度构建;规范依据	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '合目的性改革', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.529411	"{""2023"":2,""2024"":12,""2026"":3}"	FXZZ202301004;FXZZ202306001;FXZZ202401002;FXZZ202607001	A1/A2	pending_human_review
808ad7dadf4b4a1ece59	主义法治	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	3	3	1;2	"{""1"":5,""2"":11,""3"":0}"	制度构建	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '重大创新', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	0.9375	"{""2023"":1,""2024"":12,""2026"":3}"	FXZZ202306001;FXZZ202401002;FXZZ202607001	A1/A2	pending_human_review
595b71ad62f522341971	主体性	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	3	3	1;2	"{""1"":1,""2"":2,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '科技宪法', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.833333	"{""2023"":3}"	FXZZ202302004;FXZZ202305002;FXZZ202309002	A1/A2	pending_human_review
5a28b8ef9526208af180	主体结构	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2	"{""1"":0,""2"":2,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '多元立法模式', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.0	"{""2023"":1,""2024"":1}"	FXZZ202311006;FXZZ202405011	A1/A2	pending_human_review
ee548af0c45253ee5702	主体范	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2	"{""1"":0,""2"":2,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '共同行为', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.333334	"{""2023"":1,""2024"":1}"	FXZZ202302011;FXZZ202412006	A1/A2	pending_human_review
53e31984e00308b14bc1	主体资	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2	"{""1"":0,""2"":2,""3"":0}"	程序审查	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '惩罚机制', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.333334	"{""2023"":2}"	FXZZ202309011;FXZZ202310005	A1/A2	pending_human_review
440adea8077cd95614fa	主体间	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	3	3	1;2;3	"{""1"":1,""2"":4,""3"":1}"	规范依据	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '不法原因给付', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.66, 'domain': '比较法', 'evidence_source': 'keyword', 'evidence_span': '国际投资协定', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.5	"{""2023"":4,""2024"":2}"	FXZZ202311008;FXZZ202401003;FXZZ202407012	A1/A2	pending_human_review
8afb931f534d2df6a703	主动性	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	4	4	1;2	"{""1"":1,""2"":4,""3"":0}"	制度构建	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '立法模', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '侵权责任', 'evidence_source': 'keyword', 'evidence_span': '法人单独责任', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	2.399999	"{""2023"":2,""2024"":3}"	FXZZ202304003;FXZZ202403007;FXZZ202406013;FXZZ202407005	A1/A2	pending_human_review
014d35a8ebbb4eda805b	主客观	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2	"{""1"":0,""2"":2,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '体系解释', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.66, 'domain': '规范理论', 'evidence_source': 'keyword', 'evidence_span': '规范保护目的', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.333334	"{""2023"":2}"	FXZZ202308006;FXZZ202311002	A1/A2	pending_human_review
2c9cfd2291cefc7bb3c7	主控制	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	3	"{""1"":0,""2"":0,""3"":2}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '犯罪情节', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '程序法', 'evidence_source': 'keyword', 'evidence_span': '核准程序', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.333334	"{""2023"":1,""2024"":1}"	FXZZ202307005;FXZZ202403003	A1/A2	pending_human_review
3b28d0092767d89a6078	主要功能	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	1;2	"{""1"":1,""2"":1,""3"":0}"	制度构建	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '税收公平', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	0.875	"{""2023"":1,""2024"":1}"	FXZZ202305012;FXZZ202401006	A1/A2	pending_human_review
32809f0feef3ff900355	主要学说	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2	"{""1"":0,""2"":2,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '法条竞合', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.0	"{""2023"":2}"	FXZZ202303004;FXZZ202307008	A1/A2	pending_human_review
ac1bd69f6cd3aa0ac37a	主要表现	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	1	"{""1"":2,""2"":0,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '合宪性控制', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.68, 'domain': '程序法', 'evidence_source': 'keyword', 'evidence_span': '诉讼要件', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment;low_wordhood_score	0.75	"{""2023"":1,""2024"":1}"	FXZZ202308003;FXZZ202401010	A1/A2	pending_human_review
4e3180875996686546b0	主要问题	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	1;2	"{""1"":1,""2"":2,""3"":0}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '刑法保障', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		function_fragment	0.833333	"{""2023"":3}"	FXZZ202301007;FXZZ202311007	A1/A2	pending_human_review
b8f11d4300e27375d56b	主观故意	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":1,""3"":3}"	构成要件;证据证明	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '共同行为', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	0.875	"{""2023"":3,""2024"":1}"	FXZZ202302011;FXZZ202412013	A1/A2	pending_human_review
0789ffb021ee2fcc2599	主观要	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	5	5	2;3	"{""1"":0,""2"":4,""3"":1}"	制度构建;构成要件	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '共同行为', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.66, 'domain': '规范理论', 'evidence_source': 'keyword', 'evidence_span': '规范保护目的', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	2.833334	"{""2023"":4,""2026"":1}"	FXZZ202302011;FXZZ202305006;FXZZ202308006;FXZZ202310013;FXZZ202607008	A1/A2	pending_human_review
b44b0a67e3433561db3f	主观要件	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	3	3	2	"{""1"":0,""2"":3,""3"":0}"	制度构建;构成要件	{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '共同行为', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}			1.375	"{""2023"":2,""2026"":1}"	FXZZ202302011;FXZZ202305006;FXZZ202607008	A1/A2	pending_human_review
1533ffd55b512ecccf2c	主观要求	cross_paper_discovery	bounded_chinese_ngram_maximal_repeat	2	2	2;3	"{""1"":0,""2"":1,""3"":1}"		{'confidence': 0.1, 'domain': 'unrouted', 'evidence_source': 'keyword', 'evidence_span': '体系解释', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'};{'confidence': 0.66, 'domain': '规范理论', 'evidence_source': 'keyword', 'evidence_span': '规范保护目的', 'label_origin': 'machine_inferred', 'routing_only': True, 'source_level': 'B'}		internal_fragment	1.0	"{""2023"":2}"	FXZZ202308006;FXZZ202310013	A1/A2	pending_human_review
